	SARS004_mock_3	SARS004_mock_2	SARS004_mock_1	SARS004_CoV2_3	SARS004_CoV2_2	SARS004_CoV2_1	CoV002-mock3-indexG3	CoV002-mock2-indexG2	CoV002-mock1-indexG1	CoV002-CoV2-3-indexG6	CoV002-CoV2-2-indexG5	CoV002-CoV2-1-indexG4	svRNA184-mock-3-indexF3	svRNA184-mock-1-indexF1	svRNA184-RSV-3-indexH9	svRNA184-RSV-1-indexF4	3_9_mock1_13	3_9_mock2_14	3_9_wt1_15	3_9_wt2_16
PADI4	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PADI6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	3162	2702	4028	2585	2614	8035	2940	1734	1366	3348	3049	2309	3093	2234	732	479	732	1236	915	285
ARHGEF10L	166	189	236	188	121	458	530	324	248	526	488	402	895	530	184	130	88	129	65	25
ACTL8	0	0	0	0	0	0	10	11	4	10	8	7	2	1	0	0	2	5	6	1
IGSF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC7A	17	8	10	5	13	16	370	240	157	339	335	252	251	192	23	19	79	143	62	20
PAX7	1	0	0	0	0	0	87	57	36	114	95	76	185	178	52	41	66	132	75	20
TAS1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	561	528	768	581	371	1260	706	420	313	715	786	563	610	486	109	100	87	191	58	30
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFFO2	852	737	1160	669	636	1772	1374	722	576	1531	1369	1072	615	495	179	126	216	407	421	116
UBR4	3451	3070	5064	3276	3209	9579	6116	3233	2353	6622	5738	4285	2616	2259	1074	766	1177	2033	1967	509
EMC1	1101	955	1601	1005	965	3020	1393	780	573	1742	1451	1104	869	798	286	204	261	475	497	155
MRTO4	678	456	845	530	560	1714	1623	924	689	1917	1733	1272	1511	1137	303	323	271	513	471	179
AKR7L	2	0	7	2	1	0	8	0	1	5	3	2	27	16	5	4	2	2	6	1
AKR7A3	5	2	2	1	0	6	5	4	2	6	6	3	19	20	6	2	1	1	0	0
LOC100506730	63	48	62	36	54	156	28	16	9	31	29	12	65	45	26	5	5	11	11	1
AKR7A2	425	397	583	307	312	976	1172	666	493	1206	1142	855	912	750	225	156	210	356	164	68
PQLC2	125	131	187	147	106	334	394	230	189	381	355	302	470	303	144	81	34	84	23	26
CAPZB	3202	2750	4056	2668	2805	8494	3351	2134	1600	3961	3659	2794	3534	2634	1178	669	636	1081	1354	285
MINOS1	268	274	439	257	261	708	616	326	194	765	565	409	611	482	111	106	85	147	263	68
C1orf151-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBL1	0	3	0	3	3	2	11	5	8	6	12	7	1	1	2	0	1	6	0	0
HTR6	0	0	0	0	0	0	5	3	3	6	12	6	3	2	2	0	2	4	1	0
TMCO4	128	117	173	100	111	350	234	147	113	249	220	183	303	240	75	56	56	91	62	17
RNF186	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTUD3	107	120	234	119	134	408	161	110	88	232	144	145	178	155	46	17	39	77	84	18
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
PLA2G5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLA2G2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBXN10	8	3	5	1	4	20	2	2	1	7	7	4	3	2	0	2	0	0	0	0
VWA5B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC339505	0	0	0	0	0	0	1	0	0	1	0	0	4	2	0	0	0	0	0	0
CAMK2N1	1973	1866	2589	1321	1368	4210	1067	582	497	1528	1347	892	1309	1468	632	252	115	294	323	70
MUL1	688	566	887	563	584	1628	1000	616	433	1082	1041	757	494	480	141	122	144	242	165	63
FAM43B	0	0	0	0	0	0	136	81	54	128	102	88	78	51	33	29	12	27	1	1
CDA	671	668	905	737	747	2752	329	222	162	432	428	254	1164	802	490	330	46	135	33	24
PINK1	1390	1342	2026	1370	1198	3572	1862	1005	884	1821	1704	1312	885	824	286	208	304	581	310	106
DDOST	3758	3581	4969	3395	3220	8910	4914	3106	2151	5940	5501	4103	7398	5587	1975	1488	1033	2083	1250	564
KIF17	14	3	3	4	0	14	24	15	12	39	33	31	29	24	11	5	6	9	6	2
SH2D5	138	128	281	152	106	433	328	201	135	288	295	235	207	147	52	37	35	59	19	7
HP1BP3	2149	1882	2787	1505	1772	5310	3361	1951	1564	4821	3603	3062	2980	2732	605	344	800	1679	1970	357
EIF4G3	2835	2424	4001	2448	2677	7936	1999	1039	919	2630	2126	1715	1473	1328	590	349	371	788	1041	211
ECE1	2628	2387	3387	2669	2281	6759	6003	3494	2515	6744	6188	4636	3483	2604	944	566	732	1339	1100	272
LOC100506801	1	0	2	1	2	5	21	11	11	22	21	20	37	36	12	16	4	4	5	1
NBPF3	172	134	228	165	128	474	267	153	100	329	276	236	134	115	50	35	54	146	131	28
ALPL	0	3	6	5	3	8	8	6	4	8	4	5	22	12	1	1	1	3	1	1
RAP1GAP	35	41	43	33	21	123	1724	886	746	1245	1077	914	2422	1728	292	170	384	772	321	130
USP48	1337	1288	2272	1040	1196	3233	915	442	329	1412	1054	769	613	798	251	144	203	514	539	103
LDLRAD2	15	50	13	28	22	52	3	3	4	5	3	4	11	4	3	2	0	0	1	0
HSPG2	3842	4335	5655	5372	2937	9604	4741	2297	1813	4371	4175	3079	756	577	260	154	551	958	386	215
CELA3B	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00339	20	25	45	16	24	67	369	207	147	568	417	272	358	444	139	91	62	149	109	49
CDC42	4261	4097	7429	3299	3785	10877	3437	1784	1147	5221	3370	2538	1842	2350	738	326	649	1422	1706	310
WNT4	70	94	100	182	126	232	17	11	5	8	9	9	76	50	19	20	2	1	0	2
ZBTB40	645	624	954	572	573	1683	985	534	417	1009	990	742	883	647	241	194	219	410	336	83
EPHA8	0	5	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB2	1331	1266	1692	1232	1074	3150	2781	1584	1280	2957	2925	2237	594	522	477	414	295	520	406	114
MIR4684	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
MIR4253	4	1	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC729059	1	0	0	0	0	3	0	0	0	1	0	1	0	0	1	0	0	1	0	0
KDM1A	1302	1122	2066	1095	1207	3565	1982	1143	897	2751	2289	1742	1476	1144	428	352	415	782	1129	219
MIR3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LUZP1	2922	2449	4295	2664	2723	7922	2139	1070	1025	2360	1950	1689	416	392	179	117	300	609	565	124
HTR1D	1	4	0	1	0	7	822	478	321	872	750	589	262	244	159	95	121	244	203	41
HNRNPR	4167	4042	7375	3456	3725	10005	5106	2776	2153	7314	5551	4222	2624	2397	666	402	1290	2875	3546	465
ZNF436	590	515	892	394	454	1254	235	108	95	339	216	135	93	108	35	16	51	103	112	20
C1orf213	19	25	27	15	12	21	45	23	27	42	36	27	45	46	18	7	16	32	21	3
TCEA3	43	41	31	25	24	73	4	2	5	8	14	9	34	14	4	6	6	11	8	1
ASAP3	110	137	188	112	93	250	179	104	92	220	217	183	346	267	90	54	41	66	68	14
E2F2	7	4	9	2	6	13	383	207	156	381	366	341	125	128	22	22	43	94	55	20
ID3	683	735	1228	686	514	1588	4112	2489	1791	4519	4141	3170	5015	4169	2561	1672	282	690	401	303
MDS2	0	0	0	0	0	0	1	0	0	1	0	0	2	2	2	3	0	0	0	0
RPL11	20603	16960	28510	16694	17730	54125	12416	7396	6024	16909	14307	9684	25092	15442	5546	4709	2299	5310	10614	1583
TCEB3	1293	1077	1828	1239	1285	3822	661	370	303	833	694	572	542	427	143	79	162	279	402	78
LOC100506963	17	19	31	14	15	73	3	10	4	13	16	8	6	23	1	1	1	3	3	0
PITHD1	369	277	501	295	291	802	529	287	226	647	468	354	287	246	67	55	113	229	154	50
LYPLA2	963	972	1463	1129	781	2569	1006	557	391	1058	985	794	1185	923	416	308	175	343	124	75
GALE	478	497	670	567	485	1440	1482	955	686	1567	1554	1088	1797	1207	537	426	189	295	166	104
HMGCL	608	450	649	415	444	1216	375	227	207	446	354	251	733	565	249	149	72	144	84	30
FUCA1	431	396	557	325	360	878	379	215	205	508	383	336	690	551	158	119	63	135	148	28
CNR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC2	168	117	166	134	142	448	271	119	97	316	228	151	135	114	29	21	47	92	99	35
SRSF10	759	649	1220	634	722	2007	973	517	416	1442	1078	816	433	389	164	92	199	441	475	90
MYOM3	27	22	38	26	16	96	658	358	336	671	687	486	232	178	49	50	63	85	99	15
IL22RA1	38	49	79	44	54	106	116	62	38	138	121	105	161	131	77	82	15	31	34	7
IFNLR1	198	152	211	137	141	450	101	62	46	119	109	89	52	64	34	22	24	24	12	7
LOC284632	0	0	0	0	1	0	1	0	0	2	0	1	5	0	1	0	1	2	0	0
GRHL3	788	863	1076	681	637	1935	24	12	4	27	18	24	106	44	3	3	2	9	7	2
STPG1	316	352	499	281	300	869	210	107	82	259	223	168	170	145	50	45	63	92	113	17
NIPAL3	1878	1645	2783	1661	1761	4790	419	223	179	510	391	305	430	346	103	78	104	203	137	53
RCAN3AS	1	1	2	4	0	2	0	3	0	1	1	1	6	3	3	1	0	0	3	0
RCAN3	228	174	336	174	155	498	306	173	159	464	306	213	245	177	72	39	66	132	199	42
NCMAP	1	6	7	5	7	8	10	7	4	18	16	16	24	37	4	10	0	1	2	0
SRRM1	2470	2157	3393	2159	2259	6635	1400	737	598	1901	1562	1075	758	709	218	145	397	861	946	178
CLIC4	1154	1101	2554	1091	1222	3392	1558	822	487	2721	1450	1124	512	500	155	86	304	629	983	166
RUNX3	40	33	34	42	33	100	209	110	77	213	252	169	356	273	118	80	60	102	75	30
SYF2	1330	1209	2008	1037	1127	3000	612	387	260	1091	725	452	1071	1203	389	170	197	579	752	92
C1orf63	250	272	428	262	173	562	508	278	176	606	447	312	915	874	282	105	104	241	129	61
RHD	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM50A	1098	1695	1911	1643	1011	2711	1713	916	700	2499	1840	1430	2475	2238	1411	628	320	812	690	169
RHCE	1	3	0	1	2	7	0	0	0	0	0	0	3	2	0	0	0	0	1	0
TMEM57	581	493	772	439	498	1298	373	181	145	526	362	287	390	289	115	78	67	182	268	42
LDLRAP1	646	569	881	595	440	1397	479	292	218	548	569	402	450	378	158	114	70	158	96	48
MAN1C1	24	24	31	7	13	30	25	17	12	31	27	16	60	39	6	3	5	9	10	3
SEPN1	2149	2265	2863	1952	1772	5389	2025	1235	883	2219	2169	1687	999	847	519	259	389	693	389	164
MTFR1L	390	402	566	374	386	980	401	251	229	543	506	343	533	441	190	94	86	201	160	68
LOC646471	3	10	0	4	8	16	21	12	15	32	26	20	31	33	12	8	4	7	7	1
AUNIP	89	53	64	63	56	186	147	88	82	236	205	131	77	54	12	4	42	61	69	19
PAQR7	2205	2284	3071	2165	1908	5417	112	81	43	150	152	96	257	216	59	33	27	60	23	7
STMN1	825	665	1159	626	738	2255	3235	1683	1342	5102	3417	2437	2117	1690	341	247	804	1727	2873	458
MIR3917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	655	573	929	537	542	1700	342	200	185	453	375	288	480	388	101	74	86	170	114	29
EXTL1	0	2	1	0	0	3	4	1	2	4	5	5	9	3	1	0	0	1	1	0
SLC30A2	1	3	3	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRIM63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDIK1L	24	19	57	16	12	48	76	46	33	148	87	57	38	68	8	1	19	49	78	10
FAM110D	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0
ZNF593	94	92	147	103	82	233	413	214	203	479	425	360	924	639	350	178	79	178	91	28
CNKSR1	334	360	495	419	284	874	7	3	6	5	6	5	10	16	3	5	2	1	9	1
CATSPER4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP85	246	222	318	200	221	587	719	396	361	826	789	586	465	366	134	87	176	290	275	65
SH3BGRL3	10137	9136	13589	9981	9049	30442	1035	550	465	1238	1227	857	2443	1449	1150	592	166	315	440	115
UBXN11	44	50	53	49	31	114	307	220	108	304	334	232	712	473	112	99	72	90	84	17
CD52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIM1L	630	569	927	801	590	1950	18	3	4	16	13	9	86	58	17	14	2	1	0	0
ZNF683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN28A	0	0	0	0	0	0	1	0	1	0	0	1	3	1	0	0	0	0	0	0
DHDDS	576	568	900	587	601	1814	482	282	216	481	469	331	409	321	118	88	78	177	124	49
HMGN2	334	244	448	317	277	829	2424	1443	1210	3053	2424	1794	2309	1740	585	250	632	1374	1632	337
RPS6KA1	1100	894	1374	1100	1001	2793	748	477	390	848	805	602	693	506	183	135	154	259	211	105
MIR1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID1A	2240	2015	3142	2042	1915	5657	2005	1058	829	2085	1950	1427	925	799	288	182	387	725	589	153
PIGV	130	128	173	113	139	304	358	224	133	476	418	277	370	334	105	79	74	156	97	43
ZDHHC18	275	288	351	262	250	778	760	486	381	806	786	569	453	421	109	85	144	248	87	50
SFN	12382	12281	17852	15011	10503	34044	2611	1499	1123	2456	2445	1754	2338	1576	539	504	381	813	789	182
GPN2	168	157	243	187	144	580	383	187	167	416	388	277	236	194	69	45	56	130	103	32
GPATCH3	160	151	253	161	136	394	207	108	108	201	231	160	190	145	51	37	33	91	34	21
NR0B2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NUDC	1633	1368	2238	1671	1496	4614	2632	1589	1323	3115	2956	2316	2866	1885	877	582	577	1233	1335	238
C1orf172	145	126	179	151	120	380	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TRNP1	810	739	1280	589	635	2187	2818	1600	1210	3164	2905	2185	2710	2536	1177	643	668	1351	943	329
FAM46B	253	295	397	214	167	477	11	0	3	17	13	14	8	8	0	2	3	3	0	0
SLC9A1	1220	1161	1660	1269	1055	3267	356	197	144	372	374	275	399	343	140	112	57	130	85	27
WDTC1	693	675	1036	715	605	1671	512	332	223	551	509	405	474	346	130	88	113	148	73	29
TMEM222	204	236	307	206	164	535	604	352	239	604	576	429	648	480	185	168	83	186	114	59
LOC644961	10	6	23	5	14	54	32	12	12	17	25	17	9	13	3	2	3	10	5	0
SYTL1	247	390	443	298	186	502	20	7	3	9	8	8	40	38	2	3	2	10	2	0
MAP3K6	396	367	483	468	313	1051	408	212	195	399	420	281	577	403	188	118	55	94	39	29
FCN3	0	1	0	0	0	0	0	0	0	1	2	6	6	2	1	0	2	1	0	0
CD164L2	31	42	30	27	18	61	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GPR3	7	5	18	10	12	44	27	25	23	53	43	24	53	38	21	4	1	8	9	2
WASF2	4492	4137	6121	3582	3700	10142	2084	1150	839	2415	2232	1535	722	791	270	187	366	804	500	141
AHDC1	606	663	945	622	459	1389	379	202	161	395	361	278	362	264	155	79	66	118	59	30
FGR	4	1	1	2	1	6	0	0	0	0	2	0	0	1	0	0	0	0	0	0
IFI6	49	91	37	207	233	912	145	84	79	3766	3317	2566	3372	2806	7484	4986	67	169	104	22
FAM76A	134	117	227	92	106	294	144	82	58	208	157	126	109	103	41	17	23	76	78	20
STX12	438	382	758	371	379	1223	333	199	150	547	348	282	247	301	56	24	83	141	253	37
PPP1R8	514	423	790	415	382	1323	855	487	305	1231	906	658	374	409	83	72	182	334	367	85
SCARNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
THEMIS2	92	92	141	94	84	242	14	5	5	37	43	29	20	15	136	77	5	12	3	3
RPA2	401	374	757	355	336	978	984	515	419	1320	1088	771	470	419	149	100	194	403	444	89
SMPDL3B	29	36	53	39	31	123	66	43	23	87	78	46	291	283	54	30	11	15	18	7
XKR8	95	87	132	100	68	261	178	91	75	186	163	143	161	133	55	46	27	53	13	13
EYA3	524	429	784	436	469	1317	376	183	169	520	387	323	301	227	73	39	91	163	167	45
PTAFR	1436	1220	1920	1582	1506	4535	31	13	10	35	22	18	17	12	17	14	7	11	10	2
DNAJC8	2017	1552	2846	1539	1692	4931	1711	969	687	2807	2045	1464	1852	1436	632	381	392	927	1348	223
ATPIF1	1428	1476	2334	1355	1043	3201	1202	706	569	1677	1510	1041	3979	2514	1684	618	243	780	462	104
SESN2	368	324	502	380	258	962	217	121	90	216	188	140	302	172	31	26	63	78	59	26
MED18	543	556	684	438	497	1398	339	176	126	400	356	258	352	246	120	77	73	119	89	37
PHACTR4	1119	957	1642	935	957	2810	1011	484	416	1171	854	706	563	640	242	144	238	457	439	107
SNHG3	275	288	484	247	249	851	650	457	285	753	678	553	1564	1310	424	203	214	413	355	103
RCC1	951	802	1337	804	830	2247	2460	1427	1069	2725	2603	1960	1803	1442	444	266	489	876	920	271
TRNAU1AP	202	179	292	169	172	553	308	197	130	395	301	240	356	269	141	92	65	97	96	30
SNHG12	221	185	235	188	189	521	306	149	128	332	310	213	358	294	125	89	43	103	52	13
SNORD99	16	13	21	7	10	31	7	4	3	1	7	1	16	10	6	3	0	3	1	1
SNORA61	43	49	103	72	73	152	39	16	18	63	37	35	77	42	12	12	7	15	24	5
SNORA44	9	17	42	16	19	34	12	3	1	11	13	10	28	24	8	4	1	3	4	0
SNORA16A	5	6	12	7	4	48	12	13	12	14	14	13	12	16	9	0	0	2	5	0
RAB42	0	1	4	1	3	5	14	7	6	9	21	20	2	4	3	0	0	1	0	1
TAF12	606	468	840	459	492	1406	318	182	118	532	358	281	501	401	180	86	100	250	270	43
RNU11	1	0	0	0	0	3	2	0	0	0	3	0	1	5	0	1	0	0	1	0
GMEB1	173	202	337	158	135	651	179	105	87	229	174	141	113	109	34	21	30	71	68	24
YTHDF2	1097	936	1467	851	1039	2880	1136	621	516	1604	1222	943	945	803	240	130	233	443	555	141
OPRD1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
EPB41	904	800	1502	834	812	2337	540	293	204	611	507	383	385	419	89	49	144	313	326	55
TMEM200B	8	16	14	9	5	13	9	3	2	8	9	1	6	3	0	2	1	3	0	0
SRSF4	2068	1857	2961	1780	1871	5258	1327	794	651	1714	1548	1228	1919	1436	613	378	299	664	843	161
MECR	201	183	213	134	164	455	313	218	157	408	346	304	425	320	104	82	71	122	93	16
PTPRU	901	977	1193	1053	792	2263	680	389	323	815	770	548	1326	1131	290	245	168	248	136	51
MATN1	0	0	1	1	0	0	7	5	0	5	3	1	8	2	0	2	0	2	2	0
MATN1-AS1	11	9	5	8	9	20	18	13	10	19	15	17	83	47	10	4	6	11	9	3
LAPTM5	10	6	8	5	7	12	2	0	1	2	1	2	9	5	3	2	1	2	5	0
MIR4420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDC3	1068	920	1260	861	821	2394	752	399	322	950	797	626	1034	964	241	178	118	232	66	34
PUM1	1855	1683	2946	1652	1738	5064	1737	971	784	2197	1733	1371	831	741	235	113	375	833	953	220
SNORD103B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD103A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD85	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
NKAIN1	4	4	2	2	1	9	23	19	7	32	40	28	14	9	7	10	5	6	10	2
SNRNP40	318	269	408	255	285	823	995	536	427	1261	1062	747	462	379	145	87	172	417	397	107
ZCCHC17	1204	927	1492	826	933	3092	512	254	183	729	613	352	412	318	151	94	91	209	208	30
FABP3	2	1	3	1	1	12	7	6	4	9	3	6	7	1	1	1	2	5	1	0
SERINC2	4751	5278	6741	6632	3939	12456	947	563	380	1183	1013	797	1322	950	484	311	77	175	50	40
LOC149086	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC284551	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINAGL1	8245	9228	12151	8925	7327	20970	15	3	4	9	11	11	140	126	43	48	10	10	3	2
HCRTR1	0	0	0	0	0	0	0	2	0	1	1	1	0	1	0	0	0	0	0	0
PEF1	663	569	976	596	567	1921	1395	825	563	1585	1398	1039	1269	860	368	269	239	457	229	111
COL16A1	1252	1447	1942	1647	1132	3187	335	205	159	341	369	247	1077	678	452	307	44	65	46	14
BAI2	7	16	10	9	6	20	338	200	161	393	393	265	787	556	276	165	57	85	45	17
MIR4254	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	52	68	65	56	31	113	66	35	24	74	71	55	67	57	35	16	3	8	4	3
PTP4A2	1405	1251	2381	1135	1491	4151	3985	2182	1650	5933	4660	3080	2934	3001	1175	695	877	2023	3016	593
KHDRBS1	1938	1754	2911	1695	1711	5057	3960	2236	1768	5097	4037	3209	2926	2602	642	410	923	1630	1767	358
TMEM39B	76	77	92	107	68	225	232	145	109	278	289	184	294	233	85	69	50	80	55	27
KPNA6	1868	1697	2962	1588	1659	4924	1545	826	677	1949	1579	1304	1223	1067	331	214	389	760	543	178
TXLNA	1125	1109	1503	1000	925	3072	2109	1179	901	2309	2064	1606	1296	1172	348	252	402	709	531	135
CCDC28B	23	29	30	29	22	79	26	20	18	42	39	34	142	112	50	32	8	17	4	0
IQCC	44	31	50	30	30	115	100	64	53	115	107	81	121	79	33	22	7	21	26	7
DCDC2B	0	1	1	1	0	2	43	17	10	33	18	18	100	53	14	9	4	6	5	0
TMEM234	84	79	131	81	81	281	114	59	46	101	104	72	174	121	37	32	13	33	16	9
EIF3I	2979	2362	3986	2755	2626	8608	4340	2577	2006	5248	4787	3468	5626	4000	1804	1218	730	1516	1730	544
MTMR9LP	3	8	3	5	4	11	119	67	55	120	116	93	199	197	92	41	16	25	8	6
FAM167B	4	9	4	1	3	1	38	21	18	49	31	41	115	70	35	15	5	9	5	0
LCK	4	3	4	0	2	8	0	1	0	0	0	0	0	0	0	0	0	0	4	1
HDAC1	2041	1805	2958	1754	1744	5334	2323	1403	1121	3119	2609	1952	2708	2197	704	393	448	926	1158	306
MARCKSL1	949	850	1282	1016	904	2898	1538	1016	734	1790	1641	1291	3057	2371	960	537	229	482	238	133
FAM229A	0	2	0	0	3	5	37	22	13	27	35	38	162	128	66	30	6	6	0	1
TSSK3	0	0	0	1	0	0	110	53	48	106	86	88	301	263	114	44	15	21	27	9
BSDC1	1395	1198	1874	1290	1104	3612	1007	625	504	1095	1041	777	876	732	266	198	177	304	197	68
ZBTB8B	0	0	0	2	0	0	4	2	0	1	0	1	2	0	0	1	0	0	0	0
ZBTB8A	62	91	106	56	61	154	163	74	44	204	150	131	118	110	28	12	23	79	87	14
ZBTB8OS	571	405	742	376	493	1173	334	190	138	547	398	256	555	382	197	102	61	139	290	49
RBBP4	933	845	1614	766	790	2287	1713	847	700	2480	1841	1335	1154	1180	293	185	306	680	837	175
SYNC	367	293	585	297	289	818	188	113	99	184	196	164	20	28	19	14	21	36	22	9
KIAA1522	3930	3730	5621	3613	3087	9280	2450	1370	1088	2505	2531	1884	2322	2013	570	400	377	688	242	125
YARS	2112	1673	2593	1627	1740	4969	2022	1098	925	2357	2191	1598	1162	946	465	370	453	918	798	250
S100PBP	288	247	425	203	229	599	536	255	187	842	548	457	418	501	189	78	119	216	288	74
FNDC5	0	0	1	0	0	0	3	5	7	15	8	7	4	9	5	0	2	3	9	0
HPCA	1	6	0	2	1	5	0	0	0	8	4	3	7	14	3	3	1	1	0	1
TMEM54	415	470	643	493	278	1004	731	449	292	765	766	573	641	461	210	166	95	181	101	46
RNF19B	406	296	579	380	361	1054	578	301	225	632	565	389	183	174	127	112	88	189	304	62
AK2	2918	2175	3270	2296	2433	6839	2446	1360	1091	3368	2729	2018	2314	1860	969	516	422	938	1016	242
ADC	32	31	45	33	22	99	21	22	4	23	33	22	36	22	17	7	4	9	5	8
TRIM62	115	133	184	157	101	329	74	41	23	84	64	51	65	64	24	20	9	34	14	7
ZNF362	145	146	198	129	87	266	395	217	178	387	386	284	739	552	218	128	71	169	91	35
PHC2	769	701	1054	744	678	2143	1341	769	648	1409	1338	1082	1213	1043	466	364	244	386	315	117
MIR3605	0	0	1	0	0	4	3	1	0	0	0	0	0	1	1	0	0	0	0	0
ZSCAN20	111	116	208	103	94	338	99	66	52	118	115	64	88	67	27	11	20	39	34	12
CSMD2	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0
HMGB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC402779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB5	691	668	997	626	618	1982	2	1	4	4	2	4	3	1	0	0	1	2	1	2
GJB4	251	221	361	305	259	798	5	1	0	3	5	4	1	2	0	0	0	3	2	1
GJB3	1078	964	1560	1262	1046	3643	22	15	5	19	19	26	1	0	1	0	0	1	4	2
GJA4	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SMIM12	609	520	903	579	641	1796	699	408	326	758	735	522	380	380	131	93	97	181	218	72
DLGAP3	0	0	1	0	1	0	4	1	1	3	4	1	11	6	7	0	0	2	1	0
LOC653160	20	28	32	12	20	52	29	15	11	46	42	14	43	45	26	16	5	14	13	4
ZMYM6NB	52	56	82	53	54	111	353	195	136	420	376	252	500	389	197	105	60	113	161	29
ZMYM6	455	504	873	393	382	1060	231	110	94	335	256	166	265	241	94	30	59	133	179	22
ZMYM1	96	97	219	78	88	250	254	129	71	391	227	172	95	120	18	8	54	118	217	31
SFPQ	4192	3502	5775	3012	3518	9571	5904	3067	2576	7595	6356	4834	4456	3373	1488	709	1461	3122	3110	658
ZMYM4	1201	1076	1854	888	1078	2852	1117	570	413	1689	1160	944	666	665	185	90	237	527	683	113
KIAA0319L	888	797	1170	672	699	2155	1182	716	517	1386	1317	1025	1400	1213	431	292	249	406	279	90
NCDN	329	339	510	389	263	905	510	308	209	532	514	404	461	361	98	80	98	169	42	37
TFAP2E	1	2	9	6	7	9	8	8	6	9	11	9	37	25	8	11	1	2	4	1
